,Tweets,Label,step01,tokens,final_tokens,ProcessedText
77,"Namun, setelah tol tersebut keluar dari Tol Cibubur, sopir tersebut baru merasakan jika rem truk kurang pakem setel… https://t.co/0pKQqVlFLl",0,namun setelah tol tersebut keluar dari tol cibubur sopir tersebut baru merasakan jika rem truk kurang pakem setel,"['namun', 'setelah', 'tol', 'tersebut', 'keluar', 'dari', 'tol', 'cibubur', 'sopir', 'tersebut', 'baru', 'merasakan', 'jika', 'rem', 'truk', 'kurang', 'pakem', 'setel']","['namun', 'setelah', 'tol', 'tersebut', 'keluar', 'dari', 'tol', 'cibubur', 'sopir', 'tersebut', 'baru', 'merasakan', 'jika', 'rem', 'truk', 'kurang', 'pakem', 'setel']",namun setelah tol tersebut keluar dari tol cibubur sopir tersebut baru merasakan jika rem truk kurang pakem setel
78,"Berdasarkan hasil investigasi dan temuan KNKT, sopir sebenarnya sudah memeriksa kondisi truk sebelum berangkat dan… https://t.co/kNBdx0b2Ap",0,berdasarkan hasil investigasi dan temuan knkt sopir sebenarnya sudah memeriksa kondisi truk sebelum berangkat dan,"['berdasarkan', 'hasil', 'investigasi', 'dan', 'temuan', 'knkt', 'sopir', 'sebenarnya', 'sudah', 'memeriksa', 'kondisi', 'truk', 'sebelum', 'berangkat', 'dan']","['berdasarkan', 'hasil', 'investigasi', 'dan', 'temuan', 'knkt', 'sopir', 'sebenarnya', 'sudah', 'memeriksa', 'kondisi', 'truk', 'sebelum', 'berangkat', 'dan']",berdasarkan hasil investigasi dan temuan knkt sopir sebenarnya sudah memeriksa kondisi truk sebelum berangkat dan
79,Rem yang kurang pakem jadi salah penyebab kecelakaan yang melibatkan truk tangki Pertamina dan menewaskan 10 orang… https://t.co/lU1WD3fhJx,0,rem yang kurang pakem jadi salah penyebab kecelakaan yang melibatkan truk tangki pertamina dan menewaskan   orang,"['rem', 'yang', 'kurang', 'pakem', 'jadi', 'salah', 'penyebab', 'kecelakaan', 'yang', 'melibatkan', 'truk', 'tangki', 'pertamina', 'dan', 'menewaskan', 'orang']","['rem', 'yang', 'kurang', 'pakem', 'jadi', 'salah', 'penyebab', 'kecelakaan', 'yang', 'melibatkan', 'truk', 'tangki', 'pertamina', 'dan', 'menewaskan', 'orang']",rem yang kurang pakem jadi salah penyebab kecelakaan yang melibatkan truk tangki pertamina dan menewaskan orang
80,"Setelah tenar lalu menghilang, eh ada yang tau-tau muncul lagi nih~

Pada masih inget nga ni👀

| Narasi Daily https://t.co/whU0iWKgid",0,setelah tenar lalu menghilang eh ada yang tau tau muncul lagi nih pada masih inget nga ni narasi daily,"['setelah', 'tenar', 'lalu', 'menghilang', 'eh', 'ada', 'yang', 'tau', 'tau', 'muncul', 'lagi', 'nih', 'pada', 'masih', 'inget', 'nga', 'ni', 'narasi', 'daily']","['setelah', 'tenar', 'lalu', 'menghilang', 'eh', 'ada', 'yang', 'tau', 'tau', 'muncul', 'lagi', 'nih', 'pada', 'masih', 'inget', 'nga', 'ni', 'narasi', 'daily']",setelah tenar lalu menghilang eh ada yang tau tau muncul lagi nih pada masih inget nga ni narasi daily
81,"Banyak juga ya Rp5,4 juta, tapi yang terpenting sih skema BLT ini menyesuaikan penghasilan warganya 🤔

| Narasi Dai… https://t.co/4MfNZfB7a7",0,banyak juga ya rp   juta tapi yang terpenting sih skema blt ini menyesuaikan penghasilan warganya narasi dai,"['banyak', 'juga', 'ya', 'rp', 'juta', 'tapi', 'yang', 'terpenting', 'sih', 'skema', 'blt', 'ini', 'menyesuaikan', 'penghasilan', 'warganya', 'narasi', 'dai']","['banyak', 'juga', 'ya', 'rp', 'juta', 'tapi', 'yang', 'terpenting', 'sih', 'skema', 'blt', 'ini', 'menyesuaikan', 'penghasilan', 'warganya', 'narasi', 'dai']",banyak juga ya rp juta tapi yang terpenting sih skema blt ini menyesuaikan penghasilan warganya narasi dai
82,"Pengacara Eliezer, Ronny Talapessy, sendiri tak mengajukan eksepsi atau nota keberatan atas dakwaan yang disampaika… https://t.co/yszwZzRaxA",1,pengacara eliezer ronny talapessy sendiri tak mengajukan eksepsi atau nota keberatan atas dakwaan yang disampaika,"['pengacara', 'eliezer', 'ronny', 'talapessy', 'sendiri', 'tak', 'mengajukan', 'eksepsi', 'atau', 'nota', 'keberatan', 'atas', 'dakwaan', 'yang', 'disampaika']","['pengacara', 'eliezer', 'ronny', 'talapessy', 'sendiri', 'tak', 'mengajukan', 'eksepsi', 'atau', 'nota', 'keberatan', 'atas', 'dakwaan', 'yang', 'disampaika']",pengacara eliezer ronny talapessy sendiri tak mengajukan eksepsi atau nota keberatan atas dakwaan yang disampaika
83,"Hari ini, gantian Richard Eliezer yang melaksanakan sidang perdana atas kasus pembunuhan Brigadir Yosua di Pengadil… https://t.co/iuqdjZSpno",1,hari ini gantian richard eliezer yang melaksanakan sidang perdana atas kasus pembunuhan brigadir yosua di pengadil,"['hari', 'ini', 'gantian', 'richard', 'eliezer', 'yang', 'melaksanakan', 'sidang', 'perdana', 'atas', 'kasus', 'pembunuhan', 'brigadir', 'yosua', 'di', 'pengadil']","['hari', 'ini', 'gantian', 'richard', 'eliezer', 'yang', 'melaksanakan', 'sidang', 'perdana', 'atas', 'kasus', 'pembunuhan', 'brigadir', 'yosua', 'di', 'pengadil']",hari ini gantian richard eliezer yang melaksanakan sidang perdana atas kasus pembunuhan brigadir yosua di pengadil
84,"Korban meninggal peristiwa Kanjuruhan bertambah lagi, kini totalnya 133 orang. 😢 

https://t.co/K3KJF2vXRD",0,korban meninggal peristiwa kanjuruhan bertambah lagi kini totalnya   orang,"['korban', 'meninggal', 'peristiwa', 'kanjuruhan', 'bertambah', 'lagi', 'kini', 'totalnya', 'orang']","['korban', 'meninggal', 'peristiwa', 'kanjuruhan', 'bertambah', 'lagi', 'kini', 'totalnya', 'orang']",korban meninggal peristiwa kanjuruhan bertambah lagi kini totalnya orang
85,"Bakal gimana ya hasil transformasi dan reformasi sepak bola di Indonesia ini? 🤔

| Narasi Daily https://t.co/MfpJDnsagO",0,bakal gimana ya hasil transformasi dan reformasi sepak bola di indonesia ini narasi daily,"['bakal', 'gimana', 'ya', 'hasil', 'transformasi', 'dan', 'reformasi', 'sepak', 'bola', 'di', 'indonesia', 'ini', 'narasi', 'daily']","['bakal', 'gimana', 'ya', 'hasil', 'transformasi', 'dan', 'reformasi', 'sepak', 'bola', 'di', 'indonesia', 'ini', 'narasi', 'daily']",bakal gimana ya hasil transformasi dan reformasi sepak bola di indonesia ini narasi daily
86,"""Dengan manajemen stadion, utamanya yang berkaitan dengan fasilitas2 di stadion, standarnya seperti apa. Yang kedua… https://t.co/Jyu2d01mGR",0,dengan manajemen stadion utamanya yang berkaitan dengan fasilitas di stadion standarnya seperti apa yang kedua,"['dengan', 'manajemen', 'stadion', 'utamanya', 'yang', 'berkaitan', 'dengan', 'fasilitas', 'di', 'stadion', 'standarnya', 'seperti', 'apa', 'yang', 'kedua']","['dengan', 'manajemen', 'stadion', 'utamanya', 'yang', 'berkaitan', 'dengan', 'fasilitas', 'di', 'stadion', 'standarnya', 'seperti', 'apa', 'yang', 'kedua']",dengan manajemen stadion utamanya yang berkaitan dengan fasilitas di stadion standarnya seperti apa yang kedua
87,Stadion Kanjuruhan akan diruntuhkan dan dibangun kembali. Gagasan ini disampaikan Presiden Jokowi ke Presiden FIFA… https://t.co/8f6gAu4z6I,0,stadion kanjuruhan akan diruntuhkan dan dibangun kembali gagasan ini disampaikan presiden jokowi ke presiden fifa,"['stadion', 'kanjuruhan', 'akan', 'diruntuhkan', 'dan', 'dibangun', 'kembali', 'gagasan', 'ini', 'disampaikan', 'presiden', 'jokowi', 'ke', 'presiden', 'fifa']","['stadion', 'kanjuruhan', 'akan', 'diruntuhkan', 'dan', 'dibangun', 'kembali', 'gagasan', 'ini', 'disampaikan', 'presiden', 'jokowi', 'ke', 'presiden', 'fifa']",stadion kanjuruhan akan diruntuhkan dan dibangun kembali gagasan ini disampaikan presiden jokowi ke presiden fifa
88,"Putri Candrawathi, sih, ngakunya enggak paham dakwaan yang disampaikan JPU. Menurutmu gimana?🤔

| Narasi Daily https://t.co/u9OdTI5u6M",1,putri candrawathi sih ngakunya enggak paham dakwaan yang disampaikan jpu menurutmu gimana narasi daily,"['putri', 'candrawathi', 'sih', 'ngakunya', 'enggak', 'paham', 'dakwaan', 'yang', 'disampaikan', 'jpu', 'menurutmu', 'gimana', 'narasi', 'daily']","['putri', 'candrawathi', 'sih', 'ngakunya', 'enggak', 'paham', 'dakwaan', 'yang', 'disampaikan', 'jpu', 'menurutmu', 'gimana', 'narasi', 'daily']",putri candrawathi sih ngakunya enggak paham dakwaan yang disampaikan jpu menurutmu gimana narasi daily
89,"Berbeda dengan Ferdy Sambo, Bharada Richard Eliezer Pudihang Lumiu alias Bharada E memilih enggak mengajukan ekseps… https://t.co/PV7hKpVCXC",1,berbeda dengan ferdy sambo bharada richard eliezer pudihang lumiu alias bharada memilih enggak mengajukan ekseps,"['berbeda', 'dengan', 'ferdy', 'sambo', 'bharada', 'richard', 'eliezer', 'pudihang', 'lumiu', 'alias', 'bharada', 'memilih', 'enggak', 'mengajukan', 'ekseps']","['berbeda', 'dengan', 'ferdy', 'sambo', 'bharada', 'richard', 'eliezer', 'pudihang', 'lumiu', 'alias', 'bharada', 'memilih', 'enggak', 'mengajukan', 'ekseps']",berbeda dengan ferdy sambo bharada richard eliezer pudihang lumiu alias bharada memilih enggak mengajukan ekseps
90,"Oo tiga periode... Kaya familiar 🤔🧐

| Narasi Daily https://t.co/YFOrmMyeLe",1,oo tiga periode kaya familiar narasi daily,"['oo', 'tiga', 'periode', 'kaya', 'familiar', 'narasi', 'daily']","['oo', 'tiga', 'periode', 'kaya', 'familiar', 'narasi', 'daily']",oo tiga periode kaya familiar narasi daily
91,"Richard Eliezer mengaku menyesal dan meminta maaf kepada keluarga Brigadir Yosua saat sidang perdananya. 

Simak se… https://t.co/J3vUGsqbK7",1,richard eliezer mengaku menyesal dan meminta maaf kepada keluarga brigadir yosua saat sidang perdananya simak se,"['richard', 'eliezer', 'mengaku', 'menyesal', 'dan', 'meminta', 'maaf', 'kepada', 'keluarga', 'brigadir', 'yosua', 'saat', 'sidang', 'perdananya', 'simak', 'se']","['richard', 'eliezer', 'mengaku', 'menyesal', 'dan', 'meminta', 'maaf', 'kepada', 'keluarga', 'brigadir', 'yosua', 'saat', 'sidang', 'perdananya', 'simak', 'se']",richard eliezer mengaku menyesal dan meminta maaf kepada keluarga brigadir yosua saat sidang perdananya simak se
92,Wakil Kepala Polresta Bogor Kota AKBP Ferdy Irawan bilang tembakan terpaksa dilakukan karena ketiga remaja itu meng… https://t.co/7IJyZjOYIk,1,wakil kepala polresta bogor kota akbp ferdy irawan bilang tembakan terpaksa dilakukan karena ketiga remaja itu meng,"['wakil', 'kepala', 'polresta', 'bogor', 'kota', 'akbp', 'ferdy', 'irawan', 'bilang', 'tembakan', 'terpaksa', 'dilakukan', 'karena', 'ketiga', 'remaja', 'itu', 'meng']","['wakil', 'kepala', 'polresta', 'bogor', 'kota', 'akbp', 'ferdy', 'irawan', 'bilang', 'tembakan', 'terpaksa', 'dilakukan', 'karena', 'ketiga', 'remaja', 'itu', 'meng']",wakil kepala polresta bogor kota akbp ferdy irawan bilang tembakan terpaksa dilakukan karena ketiga remaja itu meng
93,"Setelah dibacakan, Pengacara Richard Eliezer enggak mengajukan nota keberatan atas dakwaan Jaksa Penuntut Umum.
https://t.co/1maXrZbpqu",1,setelah dibacakan pengacara richard eliezer enggak mengajukan nota keberatan atas dakwaan jaksa penuntut umum,"['setelah', 'dibacakan', 'pengacara', 'richard', 'eliezer', 'enggak', 'mengajukan', 'nota', 'keberatan', 'atas', 'dakwaan', 'jaksa', 'penuntut', 'umum']","['setelah', 'dibacakan', 'pengacara', 'richard', 'eliezer', 'enggak', 'mengajukan', 'nota', 'keberatan', 'atas', 'dakwaan', 'jaksa', 'penuntut', 'umum']",setelah dibacakan pengacara richard eliezer enggak mengajukan nota keberatan atas dakwaan jaksa penuntut umum
94,"“Saya sangat menyesali perbuatan saya, namun saya hanya ingin menyatakan bahwa saya hanyalah seorang anggota yang t… https://t.co/OcOyCE1SXU",1,saya sangat menyesali perbuatan saya namun saya hanya ingin menyatakan bahwa saya hanyalah seorang anggota yang,"['saya', 'sangat', 'menyesali', 'perbuatan', 'saya', 'namun', 'saya', 'hanya', 'ingin', 'menyatakan', 'bahwa', 'saya', 'hanyalah', 'seorang', 'anggota', 'yang']","['saya', 'sangat', 'menyesali', 'perbuatan', 'saya', 'namun', 'saya', 'hanya', 'ingin', 'menyatakan', 'bahwa', 'saya', 'hanyalah', 'seorang', 'anggota', 'yang']",saya sangat menyesali perbuatan saya namun saya hanya ingin menyatakan bahwa saya hanyalah seorang anggota yang
95,"Kenapa sih maksa banget jadwal pertandingan di Kanjuruhan diadakan malam hari? 🤨 

Baca deh hasil laporan TGIPF yan… https://t.co/bucW8JJQXO",1,kenapa sih maksa banget jadwal pertandingan di kanjuruhan diadakan malam hari baca deh hasil laporan tgipf yan,"['kenapa', 'sih', 'maksa', 'banget', 'jadwal', 'pertandingan', 'di', 'kanjuruhan', 'diadakan', 'malam', 'hari', 'baca', 'deh', 'hasil', 'laporan', 'tgipf', 'yan']","['kenapa', 'sih', 'maksa', 'banget', 'jadwal', 'pertandingan', 'di', 'kanjuruhan', 'diadakan', 'malam', 'hari', 'baca', 'deh', 'hasil', 'laporan', 'tgipf', 'yan']",kenapa sih maksa banget jadwal pertandingan di kanjuruhan diadakan malam hari baca deh hasil laporan tgipf yan
96,"Kelima terdakwa dalam kasus pembunuhan Yosua tersebut, didakwa melanggar Pasal 340 subsider Pasal 338 juncto Pasal… https://t.co/RWeMQ8YwrA",1,kelima terdakwa dalam kasus pembunuhan yosua tersebut didakwa melanggar pasal   subsider pasal   juncto pasal,"['kelima', 'terdakwa', 'dalam', 'kasus', 'pembunuhan', 'yosua', 'tersebut', 'didakwa', 'melanggar', 'pasal', 'subsider', 'pasal', 'juncto', 'pasal']","['kelima', 'terdakwa', 'dalam', 'kasus', 'pembunuhan', 'yosua', 'tersebut', 'didakwa', 'melanggar', 'pasal', 'subsider', 'pasal', 'juncto', 'pasal']",kelima terdakwa dalam kasus pembunuhan yosua tersebut didakwa melanggar pasal subsider pasal juncto pasal
97,Lembaga Perlindungan Saksi dan Korban (LPSK) mengabulkan permohonan Richard Eliezer menjadi justice collaborator da… https://t.co/75IHbYMQdO,1,lembaga perlindungan saksi dan korban lpsk mengabulkan permohonan richard eliezer menjadi justice collaborator da,"['lembaga', 'perlindungan', 'saksi', 'dan', 'korban', 'lpsk', 'mengabulkan', 'permohonan', 'richard', 'eliezer', 'menjadi', 'justice', 'collaborator', 'da']","['lembaga', 'perlindungan', 'saksi', 'dan', 'korban', 'lpsk', 'mengabulkan', 'permohonan', 'richard', 'eliezer', 'menjadi', 'justice', 'collaborator', 'da']",lembaga perlindungan saksi dan korban lpsk mengabulkan permohonan richard eliezer menjadi justice collaborator da
98,"Eliezer beserta Ferdy Sambo, Putri Candrawathi, Ricky Rizal, dan Kuat Ma'ruf didakwa melakukan pembunuhan berencana… https://t.co/t9THUPByRE",1,eliezer beserta ferdy sambo putri candrawathi ricky rizal dan kuat maruf didakwa melakukan pembunuhan berencana,"['eliezer', 'beserta', 'ferdy', 'sambo', 'putri', 'candrawathi', 'ricky', 'rizal', 'dan', 'kuat', 'maruf', 'didakwa', 'melakukan', 'pembunuhan', 'berencana']","['eliezer', 'beserta', 'ferdy', 'sambo', 'putri', 'candrawathi', 'ricky', 'rizal', 'dan', 'kuat', 'maruf', 'didakwa', 'melakukan', 'pembunuhan', 'berencana']",eliezer beserta ferdy sambo putri candrawathi ricky rizal dan kuat maruf didakwa melakukan pembunuhan berencana
99,Sidang perdana Bharada Richard Eliezer Pudihang Lumiu atau Bharada E akan kasus dugaan pembunuhan berencana Brigadi… https://t.co/zy2KXx0tyk,1,sidang perdana bharada richard eliezer pudihang lumiu atau bharada akan kasus dugaan pembunuhan berencana brigadi,"['sidang', 'perdana', 'bharada', 'richard', 'eliezer', 'pudihang', 'lumiu', 'atau', 'bharada', 'akan', 'kasus', 'dugaan', 'pembunuhan', 'berencana', 'brigadi']","['sidang', 'perdana', 'bharada', 'richard', 'eliezer', 'pudihang', 'lumiu', 'atau', 'bharada', 'akan', 'kasus', 'dugaan', 'pembunuhan', 'berencana', 'brigadi']",sidang perdana bharada richard eliezer pudihang lumiu atau bharada akan kasus dugaan pembunuhan berencana brigadi
